x_0,x_1,y_0,y_1,y_2
-0.38684675,-1.1862229,0.6526144,-0.16448697,0.19730406
1.282842,-0.9352798,-0.7740233,0.9757711,1.2620496
-1.1512241,0.98032826,-0.275231,-1.1621888,-0.6673782
-1.8135118,0.044722192,-0.946901,-0.9798148,1.7942961
1.018114,-1.3150976,-2.2967844,-0.09696797,-0.064534314
0.04549543,0.3716852,-0.022744123,-0.03271504,-1.1634641
-0.15835533,2.8723743,0.2871283,1.3980943,0.09146433
-0.44782618,0.7518162,0.49579632,-0.12786335,-2.0057418
1.6437168,-0.8352252,-0.12963562,0.7209557,0.001884132
2.1732154,0.13622601,-2.3051987,1.3170779,-0.33317292
0.23768203,0.31556672,-1.1257336,-1.0103177,1.1029531
0.15934236,0.6969149,0.07788598,-0.099811524,1.0269839
-0.5542807,0.15893088,1.561495,1.3091816,0.9224323
0.07579863,-0.3841823,-0.6041787,0.7021301,-0.23476896
-0.52964413,-2.2858567,0.15039511,-2.2730014,-1.557595
-0.6541979,1.4567416,2.1304116,0.68575555,1.1679908
-1.2899225,-2.2356517,-0.21473524,-1.6065762,0.4306256
0.76554894,-0.2213556,-0.41304126,-0.5122762,-0.09291411
-0.32550144,1.0808089,-0.73184085,-0.44657457,-0.0712492
-0.73786056,1.1814984,-0.60501605,1.3384386,0.31487513
0.17993288,-0.24631572,0.028922023,0.13504642,-0.78843236
1.043979,1.7183235,-1.370236,-0.32827476,-1.5485474
2.5626364,0.24018055,-0.14906988,0.25674942,-0.5762057
0.08587287,-0.40950534,0.119848594,0.7172732,-0.32357374
-2.095792,-0.5775578,1.000535,-0.5686494,-0.01630482
0.7199818,-1.2612939,0.22517778,-0.68955505,-0.6795904
0.7563388,-0.22374529,-1.5347929,-0.7740702,0.012117504
-0.65689796,1.1243031,0.22936006,-0.4735871,0.035587862
1.2051915,1.2011557,0.85144925,1.1068367,2.5135665
-0.53519267,-1.4032482,0.83082616,-0.024281653,-0.21575195
1.0499333,-0.39669487,0.97215706,0.6824904,1.0240263
0.14918666,-0.18832278,0.61589926,-0.2100738,-0.47394636
0.54151434,0.7773515,0.91427505,1.891175,-0.9347777
-0.87868315,-1.4630699,-0.13143693,-1.1976507,-1.545427
1.6240101,0.6291266,-1.2675567,1.530758,-1.4707767
0.088482976,1.859013,0.87091225,1.307347,0.7862051
-0.21763258,-0.9779212,-0.34042266,1.4721509,-1.2123029
0.8977136,1.8254607,0.68749887,1.4115644,0.9300587
0.17056055,-0.074392065,-0.91150326,0.46267802,0.12473836
-0.51758015,-1.689229,-0.044113193,0.6824807,1.3572946
-0.94147414,0.5288598,-1.3620117,-1.2189513,1.0573729
0.6715513,-0.35654607,0.8039345,0.27482376,-1.621314
-0.50006264,-0.92368716,0.20476998,1.0087768,-0.15224443
0.00981124,-1.2807176,0.9470889,-1.6372755,-1.806167
0.9700565,1.2449354,-0.03703482,-0.99522525,-1.8937167
1.6814911,-1.6110712,-0.9459229,0.05318661,2.6692283
-0.6723558,0.63496953,0.9613549,0.70278746,-0.3918767
-0.34234595,0.28040785,-1.0610956,-0.16399099,-0.27674612
0.28218636,0.11478509,1.6851518,1.8130391,-0.8088743
0.69727045,-0.44993657,0.48445785,1.2811781,-1.2520274
-0.122744545,0.6055313,-1.6839217,-0.6440994,0.1169582
1.4535687,-0.8346829,0.66212285,0.4515516,-0.83943474
-0.15322545,-0.65350586,0.21644843,0.6103991,-0.70368123
0.033324357,-0.956427,-0.8670662,-1.0130298,1.7818056
-0.541684,-1.7096175,-0.824331,0.85986227,0.5894578
0.120280676,0.9920758,-0.026832022,-0.6981717,-0.92448425
0.8823124,0.5216652,0.62836725,-0.3006909,-0.019035872
1.1319005,0.7748203,0.20966996,-0.79803973,0.2597077
-0.4422466,1.9021361,-0.6290234,0.22510326,1.8705167
-1.1142032,0.28654322,-0.8735512,0.005966213,-0.0989871
0.10697016,-0.88417953,0.19239658,-0.12876312,-1.9354972
-0.33031467,-0.13316971,-0.774171,-0.09500501,0.54131234
0.77505034,0.09822162,0.5224331,0.2438643,0.6249331
0.011789745,0.3202984,-0.24569985,0.8610443,1.928816
0.28775615,-0.10657035,-0.65403736,0.1078379,1.4403723
